book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author
3732,"Selected Poems of Herman Melville","Herman Melville/Robert Penn Warren",3.77,1567922694,9781567922691,eng,512,12,3,2004-09-10,"David R. Godine Publisher","Herman Melville"
3733,"Redburn / White-Jacket / Moby-Dick","Herman Melville/G. Thomas Tanselle",4.2,0940450097,9780940450097,eng,1436,1031,72,1983-04-15,"Library of America","Herman Melville"
3734,"Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd","Herman Melville/Harrison Hayford",4.18,0940450240,9780940450240,eng,1478,348,16,1985-04-01,"Library of America","Herman Melville"
3736,Redburn,"Herman Melville/Harold Beaver",3.62,0140431055,9780140431056,eng,448,545,53,1976-08-26,"Penguin Classics","Herman Melville"
3738,"Typee / Omoo / Mardi","Herman Melville/G. Thomas Tanselle",3.55,0940450003,9780940450004,eng,1333,644,26,1982-05-06,"Library of America","Herman Melville"
3743,"Harriet Spies Again (Harriet the Spy Adventures #1)","Helen Ericson",3.84,0440416884,9780440416883,eng,256,1360,52,2003-08-26,Yearling,"Helen Ericson"
3744,"Harriet the Spy Double Agent (Harriet the Spy Adventures)","Maya Gold",3.8,0385327870,9780385327879,eng,160,1,0,2005-09-13,"Delacorte Books for Young Readers","Maya Gold"
3750,"Moonraker (James Bond #3)","Ian Fleming",3.74,0142002062,9780142002063,eng,247,15204,780,2002-12-31,"Penguin Books","Ian Fleming"
3751,"Moonraker's Bride","Madeleine Brent",4.31,0449235947,9780449235942,eng,319,55,13,1978-06-12,Fawcett,"Madeleine Brent"
3754,"Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger","Ian Fleming",3.98,0862731585,9780862731588,eng,862,0,0,1984-01-01,Heinemann-Octopus,"Ian Fleming"
3758,"Casino Royale (James Bond #1)","Ian Fleming",3.73,014200202X,9780142002025,eng,181,48961,2823,2002-08-27,Penguin,"Ian Fleming"
3759,"Goldfinger (James Bond #7)","Ian Fleming",3.8,0142002046,9780142002049,eng,264,16055,639,2002-08-27,"Penguin Books","Ian Fleming"
3762,"On Her Majesty's Secret Service (James Bond #11)","Ian Fleming",3.96,0142003255,9780142003251,eng,326,14108,428,2003-09-02,"Penguin Books","Ian Fleming"
3765,"Octopussy & the Living Daylights (James Bond #14)","Ian Fleming",3.55,0142003298,9780142003299,eng,120,5074,211,2004-04-06,"Penguin Books","Ian Fleming"
3768,"Book of Sketches","Jack Kerouac/George Condo",3.8,0142002151,9780142002155,eng,432,572,43,2006-04-04,"Penguin Books","Jack Kerouac"
3769,"The Dharma Bums","Jack Kerouac",3.92,0141184884,9780141184883,eng,204,1361,77,2000-08-03,"Penguin Books Ltd","Jack Kerouac"
3770,"Book of Haikus","Jack Kerouac",3.91,1904634001,9781904634003,eng,200,25,5,2004-03-02,"Enitharmon Press","Jack Kerouac"
3774,"The Subterraneans","Jack Kerouac",3.68,0141184892,9780141184890,eng,192,426,42,2007-09-06,"Penguin Books Ltd","Jack Kerouac"
3776,"Ballet Shoes","Noel Streatfeild",4.07,1842552473,9781842552476,eng,184,210,26,2004-12-23,"Orion Children's Books","Noel Streatfeild"
3782,"Theater Shoes (Shoes #4)","Noel Streatfeild/Diane Goode",4.02,0679854347,9780679854340,eng,272,4461,158,1994-11-15,Yearling,"Noel Streatfeild"
3784,"Movie Shoes (Shoes #6)","Noel Streatfeild",4.0,0440458153,9780440458159,eng,239,1351,32,1984-05-01,"Yearling Books","Noel Streatfeild"
3787,"Party Shoes (Shoes #5)","Noel Streatfeild",3.64,0192752537,9780192752536,eng,243,430,33,2002-09-01,"Oxford University Press USA","Noel Streatfeild"
3788,"Thursday's Child (Margaret Thursday #1)","Noel Streatfeild",3.98,0440486874,9780440486879,eng,256,1059,38,1985-12-01,Yearling,"Noel Streatfeild"
3797,"Miss Happiness and Miss Flower","Rumer Godden/Gary Blythe",4.27,1405088567,9781405088565,eng,104,913,66,2006-09-01,"MacMillan UK","Rumer Godden"
3798,"The River","Rumer Godden",3.95,0330489992,9780330489997,eng,128,377,54,2004-04-16,Pan,"Rumer Godden"
3799,"The Dolls' House","Rumer Godden/Christian Birmingham",4.01,0330442554,9780330442558,eng,153,1410,73,2006-11-03,Macmillan,"Rumer Godden"
3801,"China Court: The Hours of a Country House","Rumer Godden",3.97,0688117228,9780688117221,eng,358,516,77,1993-12-31,"William Morrow & Company","Rumer Godden"
3803,"Rumer Godden","Anne Chisholm",3.82,0330367471,9780330367479,eng,335,9,5,1999-06-11,Pan,"Anne Chisholm"
3805,"The Corrections","Jonathan Franzen",3.79,1841156736,9781841156736,eng,653,133237,7468,2002-09-02,"Fourth Estate Paperbacks","Jonathan Franzen"
3806,"Creative Correction: Extraordinary Ideas For Everyday Discipline","Lisa Whelchel/Stormie Omartian",3.93,1589971280,9781589971288,eng,367,1094,87,2010-03-31,"Thomas Nelson","Lisa Whelchel"
3815,"Original Sin (Adam Dalgliesh #9)","P.D. James",3.91,0446679224,9780446679220,eng,511,6736,297,2005-12-02,"Grand Central Publishing","P.D. James"
3818,"Original Sin: Illuminating the Riddle","Henri Blocher",3.68,083082605X,9780830826056,eng,158,64,16,2000-10-02,"IVP Academic","Henri Blocher"
3820,"An Original Sin","Nina Bangs",3.75,0505523248,9780505523242,eng,394,369,16,1999-07-01,"Love Spell","Nina Bangs"
3822,"Aliens: Original Sin","Michael Jan Friedman",3.71,1595820159,0761568107371,eng,256,247,18,2005-10-26,"Dark Horse Books","Michael Jan Friedman"
3825,"Death in Holy Orders (Adam Dalgliesh #11)","P.D. James/Christa Seibicke",3.92,0345446666,9780345446664,eng,429,9847,516,2002-03-26,"Fawcett Books","P.D. James"
3826,"The Lighthouse (Adam Dalgliesh #13)","P.D. James",3.81,0307275736,9780307275738,eng,383,10651,711,2006-10-10,Vintage,"P.D. James"
3827,"Unnatural Causes (Adam Dalgliesh #3)","P.D. James",3.94,0571204104,9780571204106,eng,218,9258,330,2002-05-20,"Penguin Books in association with Faber & Faber","P.D. James"
3828,"Death of an Expert Witness (Adam Dalgliesh #6)","P.D. James",3.99,0571204201,9780571204205,eng,306,8045,265,2002-05-20,"Gardners Books","P.D. James"
3829,"A Mind To Murder (Adam Dalgliesh #2)","P.D. James",3.82,0571204155,9780571204151,eng,225,39,4,2002-05-20,"Gardners Books","P.D. James"
3830,"A Taste for Death (Adam Dalgliesh #7)","P.D. James",4.02,1400096472,9781400096473,eng,459,10304,374,2005-11-08,Vintage,"P.D. James"
3831,"Time To Be In Earnest: A Fragment Of Autobiography","P.D. James",3.93,0345442121,9780345442123,eng,306,495,76,2001-02-27,"Ballantine Books","P.D. James"
3832,"Cover Her Face (Adam Dalgliesh #1)","P.D. James",3.93,0743219570,9780743219570,eng,250,26375,953,2001-05-08,Scribner,"P.D. James"
3833,"The Black Tower (Adam Dalgliesh #5)","P.D. James",4.0,0743219619,9780743219617,eng,352,13801,335,2001-10-02,Scribner,"P.D. James"
3834,"Innocent Blood","P.D. James",3.68,0743219635,9780743219631,eng,400,3793,286,2001-08-02,Scribner,"P.D. James"
3835,"Don Quixote","Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom",3.87,0060934344,9780060934347,eng,940,4956,705,2005-04-26,Ecco,"Miguel de Cervantes Saavedra"
3836,"Don Quixote","Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría",3.87,0142437239,9780142437230,eng,1023,160911,4087,2003-02-25,"Penguin Books","Miguel de Cervantes Saavedra"
3837,"Don Quixote","Miguel de Cervantes Saavedra/Walter Starkie",3.87,0451528905,9780451528902,eng,544,71,5,2003-06-03,"Signet Classics","Miguel de Cervantes Saavedra"
3840,"Don Quixote","Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes",3.87,037575699X,9780375756993,eng,1168,393,40,2001-04-10,"Modern Library","Miguel de Cervantes Saavedra"
3841,"Lectures on Don Quixote","Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam",3.87,0156495406,9780156495400,eng,240,275,14,1984-04-18,"Harcourt Brace Jovanovich","Vladimir Nabokov"
3842,"Cliffs Notes on Cervantes' Don Quixote","Marianne Sturman",3.61,0822004151,9780822004158,eng,96,21,2,1964-07-08,"Cliffs Notes","Marianne Sturman"
3848,"Desert Heat (Joanna Brady #1)","J.A. Jance",4.0,0727861158,9780727861153,eng,256,41,11,2004-09-01,"Severn House Publishers","J.A. Jance"
3849,"Kentucky Heat","Fern Michaels",4.19,0821773682,9780821773680,eng,383,1869,46,2002-09-01,Zebra,"Fern Michaels"
3850,"Heat Wave: A Social Autopsy of Disaster in Chicago","Eric Klinenberg",3.86,0226443221,9780226443225,eng,320,732,71,2003-07-15,"University Of Chicago Press","Eric Klinenberg"
3851,"Texas Heat (Texas #2)","Fern Michaels",4.18,0345449606,9780345449603,eng,496,2025,41,2001-11-27,"Ballantine Books","Fern Michaels"
3852,"Primal Heat (Includes: Breeds #8.5; Devlin Dynasty #1; Moon Lust #1)","Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton",4.13,1843607409,9781843607403,eng,196,3567,62,2004-05-15,"Ellora's Cave","Lora Leigh"
3853,"Heat and Dust","Ruth Prawer Jhabvala",3.55,1582430152,9781582430157,eng,190,6214,270,1999-04-16,Counterpoint,"Ruth Prawer Jhabvala"
3858,"Holy Cow: An Indian Adventure","Sarah Macdonald",3.53,0767915747,9780767915748,eng,304,15315,1101,2004-04-13,"Broadway Books","Sarah Macdonald"
3859,"Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food","Joel Salatin/Michael Pollan",4.01,0963810944,9780963810946,eng,134,292,35,2005-02-19,Polyface,"Joel Salatin"
3867,"The History of Love","Nicole Krauss",3.92,0393328627,9780393328622,eng,255,110082,9777,2006-05-17,Norton,"Nicole Krauss"
3869,"A Brief History of Time","Stephen Hawking",4.17,0553380168,9780553380163,eng,212,239652,5860,1998-09-01,"Bantam Books","Stephen Hawking"
3870,"A Short History of Nearly Everything","Bill Bryson",4.21,0767923227,9780767923224,eng,624,352,37,2005-11-01,"Broadway Books","Bill Bryson"
3871,"The Politically Incorrect Guide to American History","Thomas E. Woods Jr.",4.03,0895260476,9780895260475,eng,270,1604,153,2004-11-01,"Regnery Publishing","Thomas E. Woods Jr."
3872,"A History of the World in 6 Glasses","Tom Standage",3.76,0802715524,9780802715524,eng,336,14820,1686,2006-05-16,Bloomsbury,"Tom Standage"
3873,"A History of God: The 4 000-Year Quest of Judaism Christianity and Islam","Karen Armstrong",3.87,0517223120,9780517223123,eng,460,38915,1087,2004-03-02,"Gramercy Books","Karen Armstrong"
3875,"The Sun Also Rises","Ernest Hemingway/William Hurt",3.82,0743564413,9780743564410,eng,8,302,69,2006-10-17,"Simon Schuster Audio","Ernest Hemingway"
3886,"The Bon Appetit Cookbook","Barbara Fairchild",4.07,0764596861,9780764596865,eng,816,1816,22,2006-08-15,"Houghton Mifflin Harcourt","Barbara Fairchild"
3895,"The Barefoot Contessa Cookbook","Ina Garten/Melanie Acevedo",4.15,0609602195,9780609602195,eng,256,28789,177,1999-04-06,"Clarkson Potter","Ina Garten"
3900,"Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain","Diane Johnson",3.51,0792272668,9780792272663,eng,204,240,46,2005-05-01,"National Geographic Society","Diane Johnson"
3914,Sylvia,"Leonard Michaels/Diane Johnson",3.86,0374271070,9780374271077,eng,129,807,95,2007-05-29,"Farrar Straus and Giroux","Leonard Michaels"
3916,"The Life Of Dashiell Hammett","Diane Johnson",3.73,070112766X,9780701127664,eng,344,4,0,1984-01-23,"Vintage/Ebury (A Division of Random House Group)","Diane Johnson"
3918,"Divorcio a la Francesa: Le Divorce","Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre",2.88,8420466557,9788420466552,spa,388,6,0,2003-06-01,"Santillana USA Publishing Company","Diane Johnson"
3921,"London is the Best City in America","Laura Dave",3.45,0670037567,9780670037568,eng,256,2168,233,2006-05-18,"Viking Adult","Laura Dave"
3938,"Hyperion (Los Cantos de Hyperion #1)","Dan Simmons/Carlos Alberto Gardini",4.24,8466617353,9788466617352,spa,618,174,14,2005-06-01,"Ediciones B","Dan Simmons"
3939,"The Fall of Hyperion (Hyperion Cantos #2)","Dan Simmons",4.2,0747236046,9780747236047,eng,632,237,15,1992-02-20,"Headline Book Pub Ltd","Dan Simmons"
3940,"Supreme Power: Hyperion","J. Michael Straczynski/Dan Jurgens",3.45,0785118950,9780785118954,eng,120,232,9,2006-07-19,Marvel,"J. Michael Straczynski"
3966,"Die Hyperion-Gesänge","Dan Simmons/Joachim Körber",4.42,3453215281,9783453215283,ger,1456,141,11,2002-08-01,Heyne,"Dan Simmons"
3967,"La Chute d'Hypérion II","Dan Simmons/Guy Abadia",4.2,2266111574,9782266111577,fre,347,21,1,2000-12-26,Pocket,"Dan Simmons"
3968,Endymion,"Dan Simmons/Guy Abadia",4.17,2221089561,9782221089569,fre,572,29,1,1998-12-14,"Robert Laffont","Dan Simmons"
3972,"Olympos (Ilium #2)","Dan Simmons",3.94,0380817934,9780380817931,eng,891,13300,484,2006-07-25,"Harper Voyager","Dan Simmons"
3973,"Ilium (Ilium #1)","Dan Simmons",4.03,0380817926,9780380817924,eng,752,21973,905,2005-06-28,HarperTorch,"Dan Simmons"
3974,"The Terror","Dan Simmons",4.07,0316017442,9780316017442,eng,769,31711,3317,2007-01-08,"Little Brown and Company","Dan Simmons"
3975,"Worlds Enough & Time: Five Tales of Speculative Fiction","Dan Simmons",3.75,0060506040,9780060506049,eng,272,953,61,2002-11-26,"Harper Voyager","Dan Simmons"
3976,"Hard Freeze (Joe Kurtz #2)","Dan Simmons",3.84,0312989482,9780312989484,eng,320,734,44,2003-09-15,"Minotaur Books","Dan Simmons"
3977,"Endymion (Hyperion Cantos #3)","Dan Simmons",4.17,0553572946,9780553572940,eng,563,38357,1111,1996-12-01,"Bantam Spectra","Dan Simmons"
3978,"A Winter Haunting (Seasons of Horror #2)","Dan Simmons",3.6,0380817160,9780380817160,eng,371,6253,488,2002-12-31,HarperTorch,"Dan Simmons"
3985,"The Amazing Adventures of Kavalier & Clay","Michael Chabon",4.18,0312282990,9780312282998,eng,639,165862,9143,2001-08-25,"Picador USA","Michael Chabon"
3986,"The Amazing Adventures of the Escapist: Volume 1","Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin McCarthy",3.46,159307171X,9781593071714,eng,159,1097,105,2004-05-18,"Dark Horse","Michael Chabon"
3997,"The Great House of God","Max Lucado",4.25,0849942985,9780849942983,eng,240,1101,58,2001-10-31,"Thomas Nelson","Max Lucado"
4006,"The Valkyries","Paulo Coelho/Alan R. Clarke",3.31,0722533942,9780722533949,eng,243,16483,685,1999-09-06,"HarperTorch (an imprint of HarperCollins Publishers)","Paulo Coelho"
4008,"The Devil and Miss Prym (On the Seventh Day #3)","Paulo Coelho/Amanda Hopkinson/Nick Caistor",3.61,0060527994,9780060527990,eng,205,47673,2046,2006-07-03,HarperOne,"Paulo Coelho"
4009,"Nine Stories","J.D. Salinger",4.19,0316767727,9780316767729,eng,198,112779,2897,2001-01-30,"Little Brown and Company","J.D. Salinger"
4014,"The Sun Rises: and Other Questions About Time and Seasons","Brenda Walpole",3.94,0753459647,9780753459645,eng,32,50,6,2006-09-15,Kingfisher,"Brenda Walpole"
4023,"American Psycho","Bret Easton Ellis",3.82,033048477X,9780330484770,eng,399,844,76,2010-04-21,Picador,"Bret Easton Ellis"
4031,"Lunar Park","Bret Easton Ellis",3.7,0375727272,9780375727276,eng,404,24618,738,2006-08-29,Vintage,"Bret Easton Ellis"
4035,"The Burden of Proof (Kindle County Legal Thriller #2)","Scott Turow",4.06,0446677124,9780446677127,eng,608,32337,272,2000-12-01,"Grand Central Publishing","Scott Turow"
4043,Godless,"Pete Hautman",3.6,1416908161,9781416908166,eng,208,4213,735,2005-11-01,"Simon Schuster Books for Young Readers","Pete Hautman"
4050,"That Godless Court?: Supreme Court Decisions on Church-State Relationships","Ronald B. Flowers",3.59,0664228917,9780664228910,eng,228,12,1,2005-09-02,"Westminster John Knox Press","Ronald B. Flowers"
4055,"Soul Mates: Honouring the Mysteries of Love and Relationship","Thomas Moore",3.99,0060925752,9780060925758,eng,288,4372,81,2013-12-13,"Harper Perennial","Thomas Moore"
4060,"Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality)","Elizabeth Clare Prophet",3.79,0922729484,9780922729487,eng,155,141,5,2017-08-17,"Summit University Press","Elizabeth Clare Prophet"
4066,"Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention","Arielle Ford/Deepak Chopra",4.08,0452282179,9780452282179,eng,412,38,4,2001-01-01,Plume,"Arielle Ford"
4069,"Man's Search for Meaning","Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch",4.36,080701429X,9780807014295,eng,165,282127,13449,2006-06-01,"Beacon Press","Viktor E. Frankl"
4070,"Man's Search for Meaning","Viktor E. Frankl/Gordon W. Allport/Ilse Lasch",4.36,0807014265,9780807014264,eng,165,391,44,2000-03-30,"Beacon Press (Boston)","Viktor E. Frankl"
4075,"In Search of Memory: The Emergence of a New Science of Mind","Eric R. Kandel",4.1,0393058638,9780393058635,eng,430,3958,172,2006-02-01,"W. W. Norton & Company","Eric R. Kandel"
4077,"Search Engine Optimization for Dummies","Peter Kent",3.79,0471979988,9780471979982,eng,382,143,20,2006-05-01,"For Dummies","Peter Kent"
4099,"The Pragmatic Programmer: From Journeyman to Master","Andy Hunt/Dave Thomas",4.31,020161622X,9780201616224,eng,321,12563,699,1999-10-30,"Addison-Wesley Professional","Andy Hunt"
4100,"Behind Closed Doors: Secrets of Great Management","Johanna Rothman/Esther Derby",3.96,0976694026,9780976694021,eng,176,840,63,2005-09-26,"Pragmatic Bookshelf","Johanna Rothman"
4104,"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell",3.93,0713997273,9780713997279,eng,278,832,118,2005-01-11,Penguin,"Malcolm Gladwell"
4106,"Blink 182","Anne Hoppus",4.42,0859653234,9780859653237,eng,112,62,4,2001-12-01,"Plexus Publishing Ltd","Anne Hoppus"
4108,"I Blink: And Other Questions About My Body","Brigid Avison",3.92,0753456109,9780753456101,eng,32,36,1,2003-04-25,Kingfisher,"Brigid Avison"
4117,"The Great Good Thing (The Sylvie Cycle #1)","Roderick Townley",3.9,0689837143,9780689837142,eng,224,1782,197,2003-09-01,"Simon & Schuster Childrens Books","Roderick Townley"
4119,"The Great Good Place: Cafes Coffee Shops Bookstores Bars Hair Salons and Other Hangouts at the Heart of a Community","Ray Oldenburg",3.83,1569246815,9781569246818,eng,384,608,78,1999-08-18,"Da Capo Press","Ray Oldenburg"
4122,"Built to Last: Successful Habits of Visionary Companies","James C. Collins/Jerry I. Porras",3.99,0060566108,9780060566104,eng,368,53749,509,2004-11-02,"Harper Business","James C. Collins"
4135,"I Like You: Hospitality Under the Influence","Amy Sedaris",3.88,0446578843,9780446578844,eng,304,37258,1401,2006-10-16,"Warner Books (NY)","Amy Sedaris"
4140,"Children Playing Before a Statue of Hercules","David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett",3.68,0743276124,9780743276122,eng,344,6490,463,2005-08-01,"Simon & Schuster","David Sedaris"
4144,"Bringing Down The House","Ben Mezrich",3.89,0099468239,9780099468233,eng,320,518,61,2004-05-06,Arrow,"Ben Mezrich"
4162,"Read for Your Life: 11 Ways to Better Yourself Through Books","Pat Williams/Peggy Matthews Rose",3.7,0757305458,9780757305450,eng,311,82,17,2007-06-01,Hci,"Pat Williams"
4165,"The Hip-Hop Church: Connecting with the Movement Shaping Our Culture","Efrem Smith/Phil Jackson",3.91,0830833293,9780830833290,eng,227,21,4,2005-12-15,"IVP Books","Efrem Smith"
4167,"The Final Season: Fathers Sons and One Last Season in a Classic American Ballpark","Tom Stanton",4.16,0312291566,9780312291563,eng,256,216,25,2002-05-08,"St. Martin's Griffin","Tom Stanton"
4191,"The Cold Six Thousand (Underworld USA #2)","James Ellroy",4.01,037572740X,9780375727405,eng,688,5642,265,2002-06-11,Vintage,"James Ellroy"
4200,"White Teeth","Zadie Smith",3.77,0140276335,9780140276336,eng,542,4202,406,2001-01-25,"Penguin Books","Zadie Smith"
4204,"White Teeth","Zadie Smith",3.77,1417626283,9781417626281,eng,448,81,11,2001-06-01,"Turtleback Books","Zadie Smith"
4207,"White Teeth","Zadie Smith",3.77,0140297782,9780140297782,eng,542,1265,142,2000-11-30,Penguin,"Zadie Smith"
4216,"Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher","Hans Blumenberg",3.93,3518222635,9783518222638,ger,106,6,0,1997-05-27,Suhrkamp,"Hans Blumenberg"
4221,"The Guide to Dan Brown's the Solomon Key","Greg Taylor",2.98,0875168167,9780875168166,eng,183,34,2,2005-09-30,"DeVorss & Company","Greg Taylor"
4223,"The Da Vinci Code (Robert Langdon #2)","Dan Brown",3.84,0739326740,9780739326749,eng,756,3645,407,2006-03-28,"Random House Large Print","Dan Brown"
4227,"Angels & Demons (Robert Langdon #1)","Dan Brown",3.89,0743275063,9780743275064,eng,528,1192,143,2005-05-03,"Atria Books","Dan Brown"
4232,"The Illuminati","Larry Burkett",3.71,1595540016,0020049130001,eng,352,60,8,2004-10-04,"Thomas Nelson","Larry Burkett"
4241,"The Illuminati Papers","Robert Anton Wilson",3.83,1579510027,9781579510022,eng,168,710,22,1997-12-11,"Ronin Publishing (CA)","Robert Anton Wilson"
4248,"The Da Vinci Code","Dan Brown",3.84,1400079179,9781400079179,eng,489,13934,1459,2006-03-28,Anchor,"Dan Brown"
4249,"The Da Vinci Code (Robert Langdon #2)","Dan Brown/Paul Michael",3.84,0739339788,9780739339787,eng,0,91,16,2006-03-28,"Random House Audio","Dan Brown"
4250,"El código Da Vinci (Robert Langdon #2)","Dan Brown/Juanjo Estrella",3.84,8495618605,9788495618603,spa,557,3276,190,2003-10-17,Umbriel,"Dan Brown"
4251,"Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus Mary Magdalene & Constantine","Bart D. Ehrman",3.64,0195307135,9780195307139,eng,207,533,50,2006-05-18,"Oxford University Press USA","Bart D. Ehrman"
4256,"Harry Potter and the Prisoner of Azkaban (Harry Potter #3)","J.K. Rowling",4.56,074757362X,9780747573623,eng,480,3141,140,2008-07-01,"Bloomsbury UK","J.K. Rowling"
4259,"Housekeeping vs. the Dirt","Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris",3.88,1932416595,9781932416596,eng,153,2636,302,2006-09-13,"McSweeney's","Nick Hornby"
4260,"The Polysyllabic Spree","Nick Hornby",3.73,1932416242,9781932416244,eng,143,6828,621,2004-11-30,"McSweeney's","Nick Hornby"
4261,Songbook,"Nick Hornby",3.56,1573223565,9781573223560,eng,207,10066,341,2003-10-07,"Riverhead Books","Nick Hornby"
4263,"My Favorite Year: A Collection of Football Writing","Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don Watson",3.68,0753814412,9780753814413,eng,288,393,4,2001-08-01,"Orion Publishing","Nick Hornby"
4264,"Fever Pitch","Nick Hornby",3.74,1573226882,9781573226882,eng,247,28830,1069,1998-03-01,"Riverhead Books","Nick Hornby"
4267,"High Fidelity","Nick Hornby",3.94,1573228214,9781573228213,eng,323,827,101,2000-03-01,"Riverhead Books","Nick Hornby"
4273,"About a Boy","Nick Hornby",3.8,0141007338,9780141007335,eng,278,825,73,2002-04-04,Penguin,"Nick Hornby"
4277,"The Complete Polysyllabic Spree","Nick Hornby",3.59,0670916668,9780670916665,eng,278,450,63,2006-09-07,Viking,"Nick Hornby"
4278,"Medicus (Gaius Petreius Ruso #1)","Ruth Downie",3.73,1596912316,9781596912311,eng,386,5723,695,2007-03-06,"Bloomsbury Publishing PLC","Ruth Downie"
4287,"Middlesex Borough (Images of America: New Jersey)","Middlesex Borough Heritage Committee",5.0,0738511676,9780738511672,eng,128,2,0,2003-03-17,"Arcadia Publishing","Middlesex Borough Heritage Committee"
4295,"David Foster Wallace's Infinite Jest: A Reader's Guide","Stephen J. Burn",3.82,082641477X,9780826414779,eng,96,900,48,2003-05-20,"Bloomsbury Academic","Stephen J. Burn"
4300,"Scar Tissue","Anthony Kiedis",4.11,1401301010,9781401301019,eng,465,327,46,2004-10-06,"Hachette Books","Anthony Kiedis"
4314,"Monsieur Ibrahim et les fleurs du Coran","Éric-Emmanuel Schmitt",3.82,2226126260,9782226126269,fre,85,975,62,2001-06-13,"Albin Michel","Éric-Emmanuel Schmitt"
4315,Zaat,"Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank",3.55,9774248449,9789774248443,ara,349,122,12,2004-03-15,"American University in Cairo Press","Sonallah Ibrahim"
4325,Dreamland,"Sarah Dessen",3.91,0142401757,9780142401750,eng,250,70043,3881,2004-05-11,Speak,"Sarah Dessen"
4326,"End Game (Dreamland #8)","Dale Brown/Jim DeFelice",4.02,0060094427,9780060094423,eng,432,327,7,2006-10-31,HarperTorch,"Dale Brown"
4329,"H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG)","Chris Williams/Sandy Petersen",3.97,1568821573,9781568821573,eng,260,98,2,2008-02-02,Chaosium,"Chris Williams"
4331,"Dreamland (Dreamland #1)","Dale Brown/Jim DeFelice",3.9,0007109660,9780007109661,eng,375,1313,28,2001-07-02,"HarperCollins Publishers Ltd","Dale Brown"
4332,"Satan's Tail (Dreamland #7)","Dale Brown/Jim DeFelice",4.0,0060094419,9780060094416,eng,405,339,9,2005-07-26,HarperTorch,"Dale Brown"
4337,"The Zanzibar Chest","Aidan Hartley",4.01,1594480117,9781594480119,eng,496,2218,172,2004-08-03,"Riverhead Books","Aidan Hartley"
4338,"Dispatches from the Edge: A Memoir of War Disasters and Survival","Anderson Cooper",3.96,0061132381,9780061132384,eng,212,7205,825,2006-05-23,Harper,"Anderson Cooper"
4339,Dispatches,"Michael Herr",4.23,0679735259,9780679735250,eng,260,13108,795,1991-08-06,Vintage,"Michael Herr"
4341,Dispatch,"Bentley Little",3.62,0451216776,9780451216779,eng,386,1291,100,2005-10-04,Signet,"Bentley Little"
4346,"Dispatches from the Tenth Circle: The Best of the Onion","Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion",4.21,0609808346,9780609808344,eng,174,3472,30,2001-09-04,"Three Rivers Press","Robert D. Siegel"
4352,"Hello! Is That Grandma?","Ian Whybrow/Deborah Allwright",3.53,0439944392,9780439944397,eng,32,57,14,2007-05-07,"Alison Green Books","Ian Whybrow"
4359,"How Much is That Guinea Pig in the Window?","Joanne Rocklin/Meredith Johnson",4.0,0590227165,9780590227162,eng,48,27,7,1995-10-01,"Scholastic Inc.","Joanne Rocklin"
4360,"My War Gone By I Miss It So","Anthony Loyd",4.29,0140298541,9780140298543,eng,336,1505,119,2001-02-01,"Penguin Books (NY)","Anthony Loyd"
4362,"Night Draws Near: Iraq's People in the Shadow of America's War","Anthony Shadid",4.12,0312426038,9780312426033,eng,507,643,61,2000-09-05,"St. Martin's Press","Anthony Shadid"
